longitude,latitude,VV,VH,NDVI
-4.626323713,49.90141403,0.041758496,0.001871534,0.000529381
-4.536492185,49.90141403,0.04150113,0.001859129,-0.01369863
-4.446660656,49.90141403,0.038035337,0.001828115,0.025574818
-4.356829128,49.90141403,0.036098506,0.002018283,0.003115912
-4.2669976,49.90141403,0.034358684,0.00242845,0.002371456
-4.177166071,49.90141403,0.04650262,0.002049032,0.003509518
-4.087334543,49.90141403,0.046416093,0.002158473,0.001379656
-3.997503014,49.90141403,0.049262993,0.002276824,0.0033494
-3.907671486,49.90141403,0.04870844,0.002428783,0.008793687
-3.817839958,49.90141403,0.04374131,0.002078291,0.008983717
-3.728008429,49.90141403,0.042785954,0.002179968,0.009675304
-3.638176901,49.90141403,0.04318209,0.002065568,0.084745765
-3.548345372,49.90141403,0.04295665,0.00286899,0.088142045
-3.458513844,49.90141403,0.042158294,0.002359165,0.056210965
-3.368682315,49.90141403,0.04967966,0.002476974,0.03761062
-3.278850787,49.90141403,0.052523408,0.00248633,0.016007248
-3.189019259,49.90141403,0.057595897,0.002649928,0.018656101
-3.09918773,49.90141403,0.054881807,0.002607048,0.01685204
-3.009356202,49.90141403,0.051613573,0.00231711,0.013179571
-2.919524673,49.90141403,0.045739554,0.001901392,0.06622516
-2.829693145,49.90141403,0.050835654,0.002026378,0.021441935
-2.739861617,49.90141403,0.043102458,0.001815369,-0.007334963
-2.650030088,49.90141403,0.04727115,0.002044357,0.010655738
-2.56019856,49.90141403,0.040953506,0.001856138,0.013574661
-2.470367031,49.90141403,0.04210415,0.001997416,-0.010243278
-2.380535503,49.90141403,0.04739824,0.002451299,0.006668784
-2.290703975,49.90141403,0.046012044,0.002648294,0.00092081
-2.200872446,49.90141403,0.050593156,0.002530242,0.01864641
-2.111040918,49.90141403,0.05373252,0.002463102,0.017490823
-2.021209389,49.90141403,0.04839598,0.002157277,0.020678978
-1.931377861,49.90141403,0.054646768,0.00223246,-0.011484989
-1.841546332,49.90141403,0.05546349,0.002126787,0
-1.751714804,49.90141403,0.049172066,0.002045655,-0.008347246
-1.661883276,49.90141403,0.051340796,0.002098804,-0.04295704
-1.572051747,49.90141403,0.045362107,0.001894358,0.098314606
-1.482220219,49.90141403,0.049278505,0.002032927,0
-1.39238869,49.90141403,0.052413244,0.002131829,0.014985824
-1.302557162,49.90141403,0.054321118,0.002193866,0.03163017
-1.212725634,49.90141403,0.056107588,0.002449719,0.3019608
-1.122894105,49.90141403,0.04545909,0.001999021,0.040871933
-1.033062577,49.90141403,0.04528901,0.002241931,-0.027085591
-0.943231048,49.90141403,0.08070206,0.002513896,0.08353414
-0.85339952,49.90141403,0.057987437,0.002117222,0.004016064
-0.763567992,49.90141403,0.064783245,0.002442365,0.00592454
-0.673736463,49.90141403,0.06515561,0.002540888,-0.026572404
-0.583904935,49.90141403,0.06497465,0.002885346,-0.000118638
-0.494073406,49.90141403,0.06670094,0.003310138,-0.0274027
-0.404241878,49.90141403,0.059924968,0.002839621,-0.01335578
-0.314410349,49.90141403,0.055310808,0.002405849,-0.029923234
-0.224578821,49.90141403,0.06778177,0.002668174,-0.021242866
-0.134747293,49.90141403,0.052942622,0.002193855,-0.022677055
-0.044915764,49.90141403,0.060897976,0.002340404,-0.029469548
0.044915764,49.90141403,0.057007395,0.002573544,-0.023083318
0.134747293,49.90141403,0.058961984,0.002785387,-0.028401406
0.224578821,49.90141403,0.054694943,0.002728242,-0.025865082
0.314410349,49.90141403,0.050237905,0.002347976,-0.01897409
0.404241878,49.90141403,0.051420733,0.002413902,-0.030842816
0.494073406,49.90141403,0.044124454,0.002189591,-0.03113325
0.583904935,49.90141403,0.036556184,0.002202392,-0.010603105
0.673736463,49.90141403,0.037943922,0.002397412,-0.14515133
0.763567992,49.90141403,0.037921768,0.00289845,-0.4651163
0.85339952,49.90141403,0.040655028,0.004505218,-0.26145217
0.943231048,49.90141403,0.12138293,0.021572169,0.25440142
1.033062577,49.90141403,0.14565217,0.03113959,0.03522076
1.122894105,49.90141403,0.499055,0.034865487,0.0707995
1.212725634,49.90141403,0.12896332,0.024699839,0.0638137
1.302557162,49.90141403,0.1307477,0.02433212,0.06886505
1.39238869,49.90141403,0.12111914,0.02510231,0.18655671
1.482220219,49.90141403,0.12637143,0.021816436,0.1558689
1.572051747,49.90141403,0.14621225,0.03027371,0.2788138
1.661883276,49.90141403,0.13682234,0.025726883,0.21395087
1.751714804,49.90141403,0.13753673,0.023471054,0.19707139
1.841546332,49.90141403,0.14475405,0.026176723,0.23346154
1.931377861,49.90141403,1.01E-05,9.24E-06,0.27230388
2.021209389,49.90141403,0.10881513,0.021500994,0.23859325
-7.680595679,49.99124556,0.14828232,0.003424729,0.04328622
-7.590764151,49.99124556,0.1512637,0.003235305,0.052072264
-7.500932622,49.99124556,0.14047635,0.003073295,0.040903542
-7.411101094,49.99124556,0.14055827,0.003082546,0.038882803
-7.321269566,49.99124556,0.13338867,0.003090941,0.029199373
-7.231438037,49.99124556,0.13112558,0.003104904,0.036649216
-7.141606509,49.99124556,0.12035704,0.00293308,0.042670045
-7.05177498,49.99124556,0.11521358,0.002962494,0.015860735
-6.961943452,49.99124556,0.109126136,0.002989282,0.047843136
-6.872111924,49.99124556,0.105023935,0.003107275,0.030456852
-6.782280395,49.99124556,0.095442586,0.003154335,0.029143898
-6.692448867,49.99124556,0.08768107,0.003454346,0.01584654
-6.602617338,49.99124556,0.08054208,0.003086086,0.02202643
-6.51278581,49.99124556,0.07639667,0.00282421,0.020812687
-6.422954281,49.99124556,0.075072244,0.002572937,-0.02525725
-6.333122753,49.99124556,0.07343104,0.002479811,0.032098766
-6.243291225,49.99124556,0.07238873,0.002516693,0.010060363
-6.153459696,49.99124556,0.066574246,0.002386998,-0.09090909
-6.063628168,49.99124556,0.069739275,0.002372676,0
-5.973796639,49.99124556,0.06935851,0.00253082,-0.005235602
-5.883965111,49.99124556,0.06573698,0.002486668,-0.04731861
-5.794133583,49.99124556,0.058368165,0.002217945,0
-5.704302054,49.99124556,0.055116247,0.002161764,-0.007407407
-5.614470526,49.99124556,0.05171946,0.002217497,0.019534009
-5.524638997,49.99124556,0.048081048,0.002353185,-0.009128109
-5.434807469,49.99124556,0.046123177,0.002716698,-0.002677652
-5.344975941,49.99124556,0.046271145,0.002043195,-0.06611078
-5.255144412,49.99124556,0.15518437,0.02512317,0.07344973
-5.165312884,49.99124556,0.04683109,0.004217241,0.096304685
-5.075481355,49.99124556,0.042200368,0.001695795,0
-4.985649827,49.99124556,0.039732113,0.001536387,-0.008605852
-4.895818298,49.99124556,0.03744349,0.001426352,-0.015280136
-4.80598677,49.99124556,0.037009582,0.001375765,0.010689991
-4.716155242,49.99124556,0.036065467,0.001427765,-0.011520738
-4.626323713,49.99124556,0.034972392,0.001372678,0.028037382
-4.536492185,49.99124556,0.029423144,0.001256466,0.005586592
-4.446660656,49.99124556,0.031350333,0.001632312,0.01541489
-4.356829128,49.99124556,0.025600353,0.001918726,0.003271263
-4.2669976,49.99124556,0.05204812,0.00238991,0.003317269
-4.177166071,49.99124556,0.055627324,0.002565264,0.004468889
-4.087334543,49.99124556,0.049773857,0.002360645,0.002674347
-3.997503014,49.99124556,0.04792294,0.002333104,0.008278619
-3.907671486,49.99124556,0.05017521,0.00246494,0.009663446
-3.817839958,49.99124556,0.04383304,0.002230312,0.003405995
-3.728008429,49.99124556,0.04887505,0.002554632,0.012324417
-3.638176901,49.99124556,0.041369576,0.002063317,0.04149509
-3.548345372,49.99124556,0.041186124,0.002451643,0.040327296
-3.458513844,49.99124556,0.05172822,0.002815431,0.01718213
-3.368682315,49.99124556,0.05502537,0.0027497,0.014370838
-3.278850787,49.99124556,0.056123838,0.002518808,0.013139885
-3.189019259,49.99124556,0.052140705,0.002352221,0.012435991
-3.09918773,49.99124556,0.051290397,0.002331775,0.006624003
-3.009356202,49.99124556,0.04592872,0.002047306,-0.009303818
-2.919524673,49.99124556,0.045901127,0.001846185,-0.010377834
-2.829693145,49.99124556,0.050757054,0.002035606,-0.013922228
-2.739861617,49.99124556,0.048179116,0.00243906,0.006704305
-2.650030088,49.99124556,0.04418254,0.001939742,0.14736842
-2.56019856,49.99124556,0.040430076,0.00184649,0
-2.470367031,49.99124556,0.04347445,0.002285249,0.11516854
-2.380535503,49.99124556,0.042551443,0.002275996,-0.005273566
-2.290703975,49.99124556,0.043566044,0.002594541,0
-2.200872446,49.99124556,0.04509382,0.002443828,0.033333335
-2.111040918,49.99124556,0.055685967,0.00265222,0
-2.021209389,49.99124556,0.049343035,0.002355887,0.031034483
-1.931377861,49.99124556,0.059505783,0.002714121,0
-1.841546332,49.99124556,0.054940026,0.002376273,0.019198863
-1.751714804,49.99124556,0.05482346,0.002287813,-0.004322767
-1.661883276,49.99124556,0.051063143,0.002121389,0.015948584
-1.572051747,49.99124556,0.04982222,0.001945662,-0.006284658
-1.482220219,49.99124556,0.050930053,0.001967065,-0.023046093
-1.39238869,49.99124556,0.056464467,0.001933613,0.006417736
-1.302557162,49.99124556,0.05906988,0.002027159,0.017568517
-1.212725634,49.99124556,0.060062338,0.002057204,0.006362672
-1.122894105,49.99124556,0.06286714,0.002355694,-0.011798434
-1.033062577,49.99124556,1.10E-05,0.002914925,-0.002884219
-0.943231048,49.99124556,0.06155022,0.002344628,-0.023978755
-0.85339952,49.99124556,0.059941076,0.00253263,-0.009729473
-0.763567992,49.99124556,0.069066964,0.00275698,-0.008461679
-0.673736463,49.99124556,0.06801763,0.002785262,-0.019899128
-0.583904935,49.99124556,0.05761376,0.002637291,-0.020652296
-0.494073406,49.99124556,0.059515223,0.00303508,0.001962607
-0.404241878,49.99124556,0.06393904,0.002740395,0.012261041
-0.314410349,49.99124556,0.053542156,0.002243373,-0.01140625
-0.224578821,49.99124556,0.05924668,0.002407912,-0.013831259
-0.134747293,49.99124556,0.05433317,0.002419015,0.06666667
-0.044915764,49.99124556,0.05650356,0.00256878,0.014011417
0.044915764,49.99124556,0.05829774,0.002812214,-0.010471204
0.134747293,49.99124556,0.06119334,0.002902796,0.002848101
0.224578821,49.99124556,0.05258139,0.002617738,-0.010700092
0.314410349,49.99124556,0.050434373,0.002306101,0.015302728
0.404241878,49.99124556,0.041620724,0.001977654,-0.012391492
0.494073406,49.99124556,0.04028814,0.00217002,-0.033549782
0.583904935,49.99124556,0.039473556,0.002199807,-0.04542905
0.673736463,49.99124556,0.03258133,0.002134954,-0.026779883
0.763567992,49.99124556,0.043149177,0.002869721,-0.044075828
0.85339952,49.99124556,0.044567585,0.002369474,-0.027773978
0.943231048,49.99124556,0.037402008,0.00206311,-0.0810046
1.033062577,49.99124556,0.038510147,0.0020584,-0.1529834
1.122894105,49.99124556,0.043463394,0.002274463,-0.21895425
1.212725634,49.99124556,0.033428334,0.001933626,-0.100467555
1.302557162,49.99124556,0.07694331,0.012620708,0.11357653
1.39238869,49.99124556,0.10952776,0.024168221,0.09638205
1.482220219,49.99124556,0.13888131,0.040503334,0.2185666
1.572051747,49.99124556,0.18202761,0.032770146,0.30363348
1.661883276,49.99124556,0.11632045,0.024997184,0.48699763
1.751714804,49.99124556,0.08982291,0.016759176,0.5120624
1.841546332,49.99124556,0.1245422,0.026717413,0.25293133
1.931377861,49.99124556,0.10876089,0.026835456,0.37010613
2.021209389,49.99124556,0.10586822,0.022161929,0.22846596
-7.680595679,50.08107709,0.14728376,0.003154501,0.043603603
-7.590764151,50.08107709,0.140955,0.003050692,0.052233156
-7.500932622,50.08107709,0.13500212,0.00303944,0.03591241
-7.411101094,50.08107709,0.13123856,0.002995552,0.03259381
-7.321269566,50.08107709,0.12579075,0.003132255,0.011277501
-7.231438037,50.08107709,0.11643346,0.00309428,0.058168318
-7.141606509,50.08107709,0.11058814,0.003004635,0.0520362
-7.05177498,50.08107709,0.10764542,0.002949575,0.000445335
-6.961943452,50.08107709,0.10638267,0.002961234,0.046979867
-6.872111924,50.08107709,0.10133677,0.002856314,0.02954899
-6.782280395,50.08107709,0.09057602,0.002858884,0.0042337
-6.692448867,50.08107709,0.08499923,0.003134066,0.00953752
-6.602617338,50.08107709,0.08163022,0.00303042,-0.004936854
-6.51278581,50.08107709,0.077360064,0.002686304,-0.02341137
-6.422954281,50.08107709,0.06863012,0.002312857,0.014084507
-6.333122753,50.08107709,0.06978757,0.002310437,-0.003984064
-6.243291225,50.08107709,0.07149191,0.002299263,-0.037037037
-6.153459696,50.08107709,0.07270569,0.0024343,-0.05882353
-6.063628168,50.08107709,0.06532951,0.002182782,-0.053061225
-5.973796639,50.08107709,0.059563223,0.001978914,-0.025641026
-5.883965111,50.08107709,0.052579436,0.001985931,-0.031390134
-5.794133583,50.08107709,0.0476145,0.001911982,-0.055555556
-5.704302054,50.08107709,0.08199729,0.011688986,-0.09940792
-5.614470526,50.08107709,0.12353456,0.027320253,0.2447812
-5.524638997,50.08107709,0.03608015,0.006594854,0.034343433
-5.434807469,50.08107709,0.018402528,0.002085928,0.013269718
-5.344975941,50.08107709,0.024471568,0.001799033,-0.021180555
-5.255144412,50.08107709,0.24713284,0.03891504,-0.020388408
-5.165312884,50.08107709,0.16051507,0.037209876,0.15673353
-5.075481355,50.08107709,0.08420558,0.01912638,0.26500872
-4.985649827,50.08107709,0.012473431,7.52E-04,0.012461059
-4.895818298,50.08107709,0.011055215,6.15E-04,0.007360673
-4.80598677,50.08107709,0.013572444,6.62E-04,0.028934678
-4.716155242,50.08107709,0.010944112,7.08E-04,0.010268949
-4.626323713,50.08107709,0.010896634,8.37E-04,0.006724304
-4.536492185,50.08107709,0.006780361,9.00E-04,0.022359291
-4.446660656,50.08107709,0.007535936,0.001189052,0.024032587
-4.356829128,50.08107709,0.007826897,0.001700076,0.007966457
-4.2669976,50.08107709,0.06157935,0.002311955,0.004297521
-4.177166071,50.08107709,0.04498341,0.00206301,0.004871468
-4.087334543,50.08107709,0.04307972,0.002056101,0.002751032
-3.997503014,50.08107709,0.045633566,0.002195579,0.004852014
-3.907671486,50.08107709,0.052078456,0.002634476,0.008075059
-3.817839958,50.08107709,0.045400962,0.002235974,0.01193943
-3.728008429,50.08107709,0.043437723,0.002296253,0.007712436
-3.638176901,50.08107709,0.046827137,0.002470948,0.001384323
-3.548345372,50.08107709,0.04813705,0.002512703,-0.005430061
-3.458513844,50.08107709,0.046691384,0.002889749,0.00984995
-3.368682315,50.08107709,0.05527912,0.002833007,0.00198915
-3.278850787,50.08107709,0.04995295,0.002430691,0.05073087
-3.189019259,50.08107709,0.045878667,0.002241696,-0.007449935
-3.09918773,50.08107709,0.041024853,0.001924678,-0.016052319
-3.009356202,50.08107709,0.04180649,0.001836429,-0.016345687
-2.919524673,50.08107709,0.043394037,0.00185008,0.002628918
-2.829693145,50.08107709,0.04881444,0.002117342,0.09146968
-2.739861617,50.08107709,0.046077043,0.001891258,0.6296296
-2.650030088,50.08107709,0.045716133,0.00184469,0.33333334
-2.56019856,50.08107709,0.043505006,0.001958301,0.30487806
-2.470367031,50.08107709,0.0380953,0.001897742,0.03916084
-2.380535503,50.08107709,0.0420757,0.002150115,0.006071645
-2.290703975,50.08107709,0.04273917,0.002264392,-0.001780415
-2.200872446,50.08107709,0.047985673,0.002544108,0.09163347
-2.111040918,50.08107709,0.05047507,0.002255529,-0.05479452
-2.021209389,50.08107709,0.05470163,0.002332713,0.083333336
-1.931377861,50.08107709,0.05490621,0.002193385,0.007692308
-1.841546332,50.08107709,0.04911439,0.002007632,-0.02109069
-1.751714804,50.08107709,0.052405007,0.00192981,0.012246878
-1.661883276,50.08107709,0.05312679,0.002102043,0.035009548
-1.572051747,50.08107709,0.054172333,0.002127867,-0.004115226
-1.482220219,50.08107709,0.051799275,0.002101851,0.028898254
-1.39238869,50.08107709,0.056633458,0.002246891,0.008632804
-1.302557162,50.08107709,0.05989947,0.002477476,0.02366392
-1.212725634,50.08107709,0.06561519,0.002577193,0.010881393
-1.122894105,50.08107709,0.075947836,0.00282472,0.09468822
-1.033062577,50.08107709,1.42E-05,0.002240907,0.032667875
-0.943231048,50.08107709,0.07011704,0.002316943,-0.025257012
-0.85339952,50.08107709,0.064785756,0.002222225,-0.008284024
-0.763567992,50.08107709,0.07016308,0.002431731,-0.01704426
-0.673736463,50.08107709,0.058966324,0.002476673,-0.014014014
-0.583904935,50.08107709,0.059250187,0.002802313,0.002120402
-0.494073406,50.08107709,0.056294452,0.00281351,-0.005079761
-0.404241878,50.08107709,0.056165025,0.0024536,-0.012658228
-0.314410349,50.08107709,0.06485921,0.002621746,0.005239521
-0.224578821,50.08107709,0.058377482,0.002464446,0.01369863
-0.134747293,50.08107709,0.054932076,0.002202358,-0.012607831
-0.044915764,50.08107709,0.05870626,0.002690633,0.031759657
0.044915764,50.08107709,0.058018267,0.002727929,0.11627907
0.134747293,50.08107709,0.056628145,0.002684708,-0.09578948
0.224578821,50.08107709,0.051588103,0.002562491,0
0.314410349,50.08107709,0.047266766,0.002261182,0.025990903
0.404241878,50.08107709,0.044028398,0.002177054,-0.031027796
0.494073406,50.08107709,0.04337801,0.00230193,0.027714675
0.583904935,50.08107709,0.044185914,0.002588845,-0.008282716
0.673736463,50.08107709,0.042528495,0.00279333,-0.10891089
0.763567992,50.08107709,0.042726588,0.002262763,-0.02071383
0.85339952,50.08107709,0.039164837,0.001878268,0.001311762
0.943231048,50.08107709,0.044691756,0.002255524,-0.015472055
1.033062577,50.08107709,0.037468534,0.001806907,-0.02005803
1.122894105,50.08107709,0.039452765,0.001944721,0.014371475
1.212725634,50.08107709,0.034268387,0.00166943,-0.05299331
1.302557162,50.08107709,0.031278342,0.00169228,-0.068159364
1.39238869,50.08107709,0.040674873,0.00525657,-0.05398323
1.482220219,50.08107709,0.09855078,0.018216781,0.17457232
1.572051747,50.08107709,0.09373309,0.01679632,0.13301462
1.661883276,50.08107709,0.09341682,0.018452503,0.17065637
1.751714804,50.08107709,0.10009658,0.020244282,0.2882288
1.841546332,50.08107709,0.1220161,0.037752938,0.108494006
1.931377861,50.08107709,0.13609274,0.032305397,0.12761715
2.021209389,50.08107709,0.12337133,0.022132315,0.31158456
-7.680595679,50.17090862,0.15429874,0.003399408,0.06286837
-7.590764151,50.17090862,0.14234382,0.003166388,0.034134615
-7.500932622,50.17090862,0.13264711,0.003064472,0.037341554
-7.411101094,50.17090862,0.121390045,0.00276822,0.029902423
-7.321269566,50.17090862,0.113679096,0.002638895,0.030075189
-7.231438037,50.17090862,0.10810546,0.002663823,0.07092652
-7.141606509,50.17090862,0.104758725,0.002532878,0.04493392
-7.05177498,50.17090862,0.089466065,0.002531169,0.026560426
-6.961943452,50.17090862,0.0797849,0.002440166,0.028527372
-6.872111924,50.17090862,0.08258812,0.002667729,0.035714287
-6.782280395,50.17090862,0.07851901,0.002857143,0.10746812
-6.692448867,50.17090862,0.071682185,0.003093924,0.09770115
-6.602617338,50.17090862,0.07434645,0.002717705,0.08365019
-6.51278581,50.17090862,0.08187538,0.002826958,0.01971831
