Date,EUSTN_VV,FINCH_VV,MORLY_VV,RISEH_VV,RDMER_VV,ELMST_VV,WRTTL_VV,WIMPL_VV,CARDT_VV,ROTHD_VV,CHOBH_VV,EUSTN_NDVI,FINCH_NDVI,MORLY_NDVI,RISEH_NDVI,RDMER_NDVI,ELMST_NDVI,WRTTL_NDVI,WIMPL_NDVI,CARDT_NDVI,ROTHD_NDVI,CHOBH_NDVI,EUSTN_VWC,EUSTN_P,EUSTN_PE,FINCH_VWC,FINCH_P,FINCH_PE,MORLY_VWC,MORLY_P,MORLY_PE,RDMER_VWC,RDMER_P,RDMER_PE,RISEH_VWC,RISEH_P,RISEH_PE,ELMST_VWC,ELMST_P,ELMST_PE,WRTTL_VWC,WRTTL_P,WRTTL_PE,WIMPL_VWC,WIMPL_P,WIMPL_PE,CARDT_VWC,CARDT_P,CARDT_PE,ROTHD_VWC,ROTHD_P,ROTHD_PE,CHOBH_VWC,CHOBH_P,CHOBH_PE
19/04/2017,0.038541712,0.042453013,0.087415107,0.022714131,0.110124961,0.03360733,0.043688245,0.043087814,0.040549524,0.030623073,0.048358262,0.504073365,0.145496436,0.40978116,0.026754666,0.897587374,0.190114106,0.147741705,0.453804121,0.795924574,0.268760908,-0.029730458,7.3,0,2.7,0,0,0,16.9,0,3,64.9,0,3.1,27.6,0,2.5,30.2,0,2.3,0,0,0,0,0,0,15.9,0,2.7,20,0,2.6,47,0,3
22/04/2017,0.023031022,0.041535627,0.063626766,0.033790909,0.112174571,0.049446184,0.035604756,0.059144869,0.029476617,0.040936228,0.049847517,0.504073365,0.145496436,0.40978116,0.026754666,0.897587374,0.190114106,0.147741705,0.453804121,0.795924574,0.268760908,-0.029730458,6.4,0,2,0,0,0,15.4,0.6,2.3,65.7,0,2.4,26.9,0,2.1,27,0.1,2.3,0,0,0,0,0,0,15.2,0.1,2,19.4,0,2.2,46.1,0,2.8
25/04/2017,0.02661944,0.02286127,0.053699754,0.035353176,0.103254579,0.032577071,0.044797782,0.042959444,0.025510397,0.045013353,0.081759617,0.504073365,0.145496436,0.40978116,0.026754666,0.897587374,0.190114106,0.147741705,0.453804121,0.795924574,0.268760908,-0.029730458,6.6,1.7,2.4,0,0,0,16.2,1.8,2.2,56.2,0.5,2.2,23.8,0.3,1.9,25.6,0.7,2.7,0,0,0,0,0,0,13.1,0.1,2,18.6,0.4,2.2,45.7,0,2.5
28/04/2017,0.033119634,0.072843723,0.075190678,0.024800915,0.12611483,0.072185203,0.041963328,0.092510171,0.033655692,0.04686325,0.058520429,0.504073365,0.145496436,0.40978116,0.026754666,0.897587374,0.190114106,0.147741705,0.453804121,0.795924574,0.268760908,-0.029730458,8.5,0,1.7,0,0,0,18.9,0.2,2,57.3,0.2,2.2,29.3,0,2.4,26.4,0,2.1,0,0,0,0,0,0,15.2,0.1,1.7,19,0.4,1.8,45.7,0,1.6
01/05/2017,0.031917781,0.031862039,0.077178001,0.025994997,0.07816942,0.045669265,0.039705582,0.0409665,0.037310205,0.05369794,0.040458888,0.504073365,0.145496436,0.40978116,0.026754666,0.897587374,0.190114106,0.147741705,0.453804121,0.795924574,0.268760908,-0.029730458,7.1,1.8,2,0,0,0,16.8,1.5,1.6,61.2,2.7,2,25.3,0.3,2.4,26.7,2,1.8,0,0,0,0,0,0,15.7,5.3,2,21.2,3.1,1.7,43.8,0.3,1.7
04/05/2017,0.033515468,0.040065467,0.071636893,0.026013665,0.078830823,0.060517997,0.042966735,0.05945133,0.025871623,0.044482768,0.066062868,0.04390175,0.011489246,0.081879643,-0.005294176,0.031427544,0.255689346,0.243835298,0.508592641,0.073701843,0.050567943,0.420935659,5.9,0,1.9,0,0,0,16.1,0,1.8,53,0,2.4,23.8,0,2.9,26.3,0,1.6,0,0,0,0,0,0,14.8,0,2.3,19.3,0,1.6,47.8,0,2
07/05/2017,0.024508547,0.036637709,0.056399837,0.01716212,0.057407305,0.03230723,0.052814551,0.039568983,0.029165562,0.050719108,0.064880341,0.04390175,0.011489246,0.081879643,-0.005294176,0.031427544,0.255689346,0.243835298,0.508592641,0.073701843,0.050567943,0.420935659,4.7,0,2.3,0,0,0,14.3,0,1.8,46.8,0,2.4,23.5,0,1.6,23.9,0,2.5,0,0,0,0,0,0,13.1,0,2.9,17.7,0,2.8,41.5,0,2.9
10/05/2017,0.033212621,0.057604779,0.085118003,0.022265702,0.110243656,0.052769803,0.045702517,0.044327166,0.040243335,0.038283568,0.053780228,0.04390175,0.011489246,0.081879643,-0.005294176,0.031427544,0.255689346,0.243835298,0.508592641,0.073701843,0.050567943,0.420935659,4.4,0.1,3.5,0,0,0,14.4,0,3.7,48.5,0,4.1,22.8,0,3.8,24.5,0,3.4,0,0,0,0,0,0,13,0,3.2,17.8,0,3.4,41.8,0,3.8
13/05/2017,0.029762592,0.025738142,0.086113729,0.015813692,0.086679839,0.052482702,0.052442528,0.045713644,0.043380655,0.025951371,0.056423616,0.04390175,0.011489246,0.081879643,-0.005294176,0.031427544,0.255689346,0.243835298,0.508592641,0.073701843,0.050567943,0.420935659,4.3,0.4,2.1,0,0,0,13.2,0.2,2,58.6,0,2.3,22.4,0,2.4,25.2,0,1.9,0,0,0,0,0,0,12.6,0,2.8,17.9,0,2.6,44.9,1,3.1
16/05/2017,0.034376174,0.017141471,0.16576153,0.018670224,0.109888718,0.036323454,0.042490229,0.061456226,0.030708451,0.032669578,0.055329826,0.04390175,0.011489246,0.081879643,-0.005294176,0.031427544,0.255689346,0.243835298,0.508592641,0.073701843,0.050567943,0.420935659,4.2,0.1,3.7,0,0,0,14.4,0.2,3.5,67,0.2,3.3,29.2,1.2,1.4,25.1,1,3.8,0,0,0,0,0,0,13.7,0.2,2.8,18.7,0.2,3,46.6,1.6,2.9
19/05/2017,0.039182633,0.060697004,0.146297216,0.02164471,0.094639242,0.043033876,0.047453314,0.081672244,0.042568263,0.048020478,0.065253831,1.482125786,0.877846633,1.419745674,0.267874166,1.661750828,1.309401377,1.736336495,1.343092794,0.795379538,0.473219912,1.162859101,18,4.6,1.2,0,0,0,25.8,6.9,0.9,65.7,5.6,1.1,36.5,6.2,1,43.6,1.6,1.4,0,0,0,0,0,0,23.2,5.8,1.3,32.1,2.6,1.7,57.5,7.3,1.9
22/05/2017,0.036167931,0.074048325,0.16773887,0.012034537,0.123309642,0.069252104,0.051964283,0.092283532,0.039528538,0.088267237,0.099761449,1.482125786,0.877846633,1.419745674,0.267874166,1.661750828,1.309401377,1.736336495,1.343092794,0.795379538,0.473219912,1.162859101,13.8,0.1,4.2,0,0,0,22.1,0,4.2,65.6,0.1,4.7,34.3,0,4.1,38.3,0,3.6,0,0,0,0,0,0,22.5,0,4.4,32,0,4.4,55.3,0,4.8
25/05/2017,0.036162712,0.028416889,0.183253214,0.022664228,0.09394291,0.036858257,0.042930722,0.046507344,0.034151677,0.045136683,0.062559456,1.482125786,0.877846633,1.419745674,0.267874166,1.661750828,1.309401377,1.736336495,1.343092794,0.795379538,0.473219912,1.162859101,11,0.1,4.5,0,0,0,19.9,0,4.4,69.1,0,5.3,29.1,0,4.6,34.5,0,4.3,0,0,0,0,0,0,19.6,0,4.2,27.6,0,4.7,59.2,0,4.3
28/05/2017,0.031258129,0.053715762,0.207303777,0.019728154,0.099229507,0.037908711,0.045325391,0.053184025,0.034850422,0.057716675,0.061665528,0.615631645,1.399602208,1.779384796,0.87506181,0.988219152,0.459286592,0.039737975,0.315073967,0.71983177,0.558823529,1.206596805,8,0,3.8,0,0,0,18.1,0,3.9,58.8,0.4,4.1,26,0,3.5,33.2,4.8,3.5,0,0,0,0,0,0,15.4,0,3.3,22.7,0,3.4,48.5,3.3,2.7
31/05/2017,0.030198049,0.056260772,0.249957949,0.032375462,0.078778386,0.022288635,0.035534177,0.054757997,0.0191881,0.053264804,0.061859503,0.615631645,1.399602208,1.779384796,0.87506181,0.988219152,0.459286592,0.039737975,0.315073967,0.71983177,0.558823529,1.206596805,7.9,0.1,3.3,0,0,0,17.8,0,3.7,66.2,0,4.1,26.3,0,4.5,36.2,0.1,3.1,0,0,0,0,0,0,17.9,0,3.1,27.9,0,3.2,57.5,0,2.6
03/06/2017,0.058259498,0.036645904,0.211848408,0.08676891,0.246648058,0.046551865,0.118798256,0.065555505,0.029870585,0.036144696,0.049252339,0.615631645,1.399602208,1.779384796,0.87506181,0.988219152,0.459286592,0.039737975,0.315073967,0.71983177,0.558823529,1.206596805,6.7,1,4.1,0,0,0,19.6,1,3.8,68.4,0.2,4.2,29.3,9.4,4.3,35.6,0,3.7,0,0,0,0,0,0,15,0,4.3,24.1,0,4.2,49.9,0,4.6
06/06/2017,0.068592206,0.120905757,0.175910175,0.048050899,0.178138569,0.229708791,0.113396861,0.07094349,0.086328931,0.088088922,0.056478847,0.615631645,1.399602208,1.779384796,0.87506181,0.988219152,0.459286592,0.039737975,0.315073967,0.71983177,0.558823529,1.206596805,8.9,16.6,1.6,0,0,0,22,17,1.2,61,9.4,1.4,32,12.1,1.3,41.5,20,1.4,0,0,0,0,0,0,17.2,10.7,2,29.7,14,2.3,56.3,18.1,2.6
09/06/2017,0.041279398,0.079515345,0.205819875,0.048214518,0.082947776,0.049728259,0.069178164,0.091337115,0.025138296,0.050288983,0.065947354,0.954484559,1.172360173,0.666588655,0.255116611,0.958440051,0.416157118,1.235409176,1.854656685,0.110304561,0.585531915,1.321545193,10.6,0.1,3.7,0,0.9,0,21.9,0.8,3.3,62.3,0.1,3.7,32.6,0,3.7,37.8,0.1,4.1,0,0,0,0,0,0,17.6,0.6,4.1,28.5,1.2,3.5,53.2,0,3.4
